Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2000,Groundwater,Irrigation,JEFF DAVIS,Yes,55068819,No
2005,Groundwater,Livestock,HOWARD,Yes,55068819,No
2008,Groundwater,Livestock,TERRY,Yes,55068819,No
2012,Groundwater,Livestock,KINNEY,Yes,55068819,No
2015,Groundwater,Livestock,KINNEY,Yes,55068819,No
2017,Groundwater,Livestock,KINNEY,Yes,55068819,No
2018,Groundwater,Domestic,HUDSPETH,Yes,55068819,No
2002,Groundwater,Domestic,NOLAN,Yes,54742969,No
2001,Groundwater,Livestock,CRANE,Yes,54742968,No
2001,Groundwater,Livestock,MARTIN,Yes,54742968,No
2005,Groundwater,Domestic,NOLAN,Yes,54742968,No
2011,Groundwater,Livestock,YOAKUM,Yes,54742968,No
2012,Groundwater,Mining,HOWARD,Yes,54742968,Yes
2013,Groundwater,Livestock,COKE,Yes,54742968,No
2002,Surface,Livestock,SCURRY,Yes,54742968,No
2010,Surface,Mining,ANDREWS,Yes,54742968,Yes
2001,Groundwater,Domestic,NOLAN,Yes,54742967,No
2009,Groundwater,Livestock,LYNN,Yes,54417117,No
2012,Groundwater,Livestock,DICKENS,Yes,54417117,No
2014,Groundwater,Domestic,KIMBLE,Yes,54417117,No
2014,Groundwater,Livestock,COKE,Yes,54417117,No
2001,Surface,Livestock,SCHLEICHER,Yes,54417117,No
2001,Surface,Livestock,HOCKLEY,Yes,54417117,No
2005,Surface,Livestock,BORDEN,Yes,54417117,No
2007,Surface,Livestock,BORDEN,Yes,54417117,No
2005,Groundwater,Livestock,IRION,Yes,54417116,No
2012,Groundwater,Livestock,IRION,Yes,54417116,No
2009,Groundwater,Mining,FLOYD,Yes,54091266,Yes
2013,Groundwater,Livestock,JONES,Yes,54091266,No
2013,Groundwater,Livestock,KINNEY,Yes,54091266,No
2016,Groundwater,Livestock,CONCHO,Yes,54091266,No
2001,Surface,Livestock,CROCKETT,Yes,54091266,No
2009,Surface,Irrigation,REAL,Yes,54091266,No
2000,Surface Water,Irrigation,CONCHO,Yes,54091266,No
2016,Surface Water,Livestock,CONCHO,Yes,54091266,No
2003,Groundwater,Domestic,NOLAN,Yes,53765415,No
2010,Groundwater,Livestock,YOAKUM,Yes,53765415,No
2017,Groundwater,Irrigation,REAL,Yes,53765415,No
2010,Surface,Mining,UPTON,Yes,53765415,Yes
2017,Surface,Irrigation,SCURRY,Yes,53765415,No
2005,Groundwater,Irrigation,KIMBLE,Yes,53439565,No
2006,Groundwater,Domestic,CROSBY,Yes,53439564,No
2008,Groundwater,Livestock,CROSBY,Yes,53439564,No
2010,Groundwater,Mining,CRANE,Yes,53439564,Yes
2011,Groundwater,Domestic,FISHER,Yes,53439564,No
2011,Groundwater,Domestic,GLASSCOCK,Yes,53439564,No
2015,Groundwater,Livestock,CONCHO,Yes,53439564,No
2015,Surface Water,Livestock,CONCHO,Yes,53439564,No
2009,Groundwater,Mining,COCHRAN,Yes,53113713,Yes
2009,Groundwater,Livestock,CRANE,Yes,53113713,No
2012,Groundwater,Livestock,TERRELL,Yes,53113713,No
2016,Groundwater,Domestic,TERRY,Yes,53113713,No
2002,Surface,Livestock,DICKENS,Yes,53113713,No
2004,Surface,Livestock,SCURRY,Yes,53113713,No
2007,Surface,Livestock,COTTLE,Yes,53113713,No
2008,Surface,Irrigation,TERRELL,Yes,53113713,No
2009,Surface,Mining,HOCKLEY,Yes,53113713,Yes
2012,Surface,Livestock,GARZA,Yes,53113713,No
2013,Reuse,Mining,CRANE,Yes,53113713,Yes
2000,Groundwater,Livestock,UPTON,Yes,52787863,No
2016,Groundwater,Livestock,IRION,Yes,52787863,No
2005,Groundwater,Livestock,CROSBY,Yes,52787862,No
2008,Groundwater,Mining,SUTTON,Yes,52787862,Yes
2008,Groundwater,Domestic,NOLAN,Yes,52787862,No
2013,Groundwater,Livestock,ECTOR,Yes,52787862,No
2014,Groundwater,Livestock,CONCHO,Yes,52787862,No
2001,Surface,Livestock,DICKENS,Yes,52787862,No
2014,Surface Water,Livestock,CONCHO,Yes,52787862,No
2000,Groundwater,Domestic,CROSBY,Yes,52462011,No
2017,Groundwater,Mining,COCHRAN,Yes,52462011,Yes
2010,Groundwater,Domestic,FISHER,Yes,52462010,No
2000,Groundwater,Irrigation,CROCKETT,Yes,52136160,No
2000,Groundwater,Irrigation,EDWARDS,Yes,52136160,No
2001,Groundwater,Domestic,GLASSCOCK,Yes,52136160,No
2010,Groundwater,Mining,DAWSON,Yes,52136160,Yes
2001,Surface,Livestock,GAINES,Yes,52136160,No
2001,Surface,Livestock,SUTTON,Yes,52136160,No
2002,Surface,Irrigation,COKE,Yes,52136160,No
2003,Surface,Irrigation,ECTOR,Yes,52136160,No
2007,Surface,Irrigation,REAL,Yes,52136160,No
2010,Surface,Mining,GAINES,Yes,52136160,Yes
2018,Groundwater,Livestock,HOWARD,Yes,52136160,No
2018,Groundwater,Livestock,YOAKUM,Yes,52136160,No
2018,Groundwater,Mining,GAINES,Yes,52136160,Yes
2018,Groundwater,Domestic,BAILEY,Yes,52136160,No
2000,Groundwater,Domestic,GLASSCOCK,Yes,51810309,No
2001,Groundwater,Domestic,CROSBY,Yes,51810309,No
2002,Groundwater,Livestock,KINNEY,Yes,51810309,No
2005,Groundwater,Livestock,COCHRAN,Yes,51810309,No
2009,Groundwater,Livestock,DAWSON,Yes,51810309,No
2013,Groundwater,Mining,MITCHELL,Yes,51810309,Yes
2014,Groundwater,Domestic,JEFF DAVIS,Yes,51810309,No
2015,Groundwater,Livestock,IRION,Yes,51810309,No
2000,Groundwater,Livestock,GLASSCOCK,Yes,51484458,No
2004,Groundwater,Irrigation,STONEWALL,Yes,51484458,No
2004,Groundwater,Domestic,NOLAN,Yes,51484458,No
2013,Groundwater,Mining,SCHLEICHER,Yes,51484458,Yes
2013,Groundwater,Livestock,CONCHO,Yes,51484458,No
2018,Groundwater,Livestock,COCHRAN,Yes,51484458,No
2013,Surface Water,Livestock,CONCHO,Yes,51484458,No
2014,Groundwater,Livestock,IRION,Yes,51158608,No
2002,Groundwater,Domestic,CROSBY,Yes,51158607,No
2008,Groundwater,Mining,IRION,Yes,51158607,Yes
2009,Groundwater,Mining,STONEWALL,Yes,51158607,Yes
2009,Groundwater,Mining,SUTTON,Yes,51158607,Yes
2011,Groundwater,Livestock,CROSBY,Yes,51158607,No
2016,Groundwater,Livestock,KIMBLE,Yes,51158607,No
2017,Groundwater,Domestic,MARTIN,Yes,51158607,No
2000,Surface,Livestock,GAINES,Yes,51158607,No
2004,Surface,Livestock,NOLAN,Yes,51158607,No
2008,Surface,Livestock,NOLAN,Yes,51158607,No
2018,Surface Water,Livestock,DICKENS,Yes,51158607,No
2001,Groundwater,Livestock,GLASSCOCK,Yes,50832756,No
2004,Groundwater,Livestock,HOCKLEY,Yes,50832756,No
2004,Groundwater,Livestock,IRION,Yes,50832756,No
2011,Groundwater,Domestic,CROSBY,Yes,50832756,No
2014,Surface,Irrigation,LUBBOCK,Yes,50832756,No
2005,Groundwater,Domestic,CROSBY,Yes,50506905,No
2005,Groundwater,Livestock,TERRY,Yes,50506905,No
2011,Groundwater,Domestic,GARZA,Yes,50506905,No
2012,Groundwater,Livestock,DAWSON,Yes,50506905,No
2015,Groundwater,Livestock,KIMBLE,Yes,50506905,No
2017,Groundwater,Livestock,HOWARD,Yes,50506905,No
2001,Surface,Livestock,VAL VERDE,Yes,50506905,No
2005,Surface,Irrigation,NOLAN,Yes,50506905,No
2008,Surface,Mining,REAGAN,Yes,50506905,Yes
2013,Reuse,Irrigation,BAILEY,Yes,50506905,No
2015,Reuse,Irrigation,YOAKUM,Yes,50506905,No
2005,Groundwater,Livestock,REAGAN,Yes,50181054,No
2010,Groundwater,Domestic,SCHLEICHER,Yes,50181054,No
2012,Groundwater,Livestock,YOAKUM,Yes,50181054,No
2001,Surface,Livestock,COCHRAN,Yes,50181054,No
2002,Surface,Livestock,GAINES,Yes,50181054,No
2008,Surface,Mining,FLOYD,Yes,50181054,Yes
2009,Surface,Livestock,COTTLE,Yes,50181054,No
2011,Surface,Irrigation,HALE,Yes,50181054,No
2011,Surface,Livestock,FLOYD,Yes,50181054,No
2018,Groundwater,Livestock,HOCKLEY,Yes,50181054,No
2018,Groundwater,Livestock,NOLAN,Yes,50181054,No
2018,Reuse,Mining,YOAKUM,Yes,50181054,Yes
2003,Groundwater,Livestock,IRION,Yes,50181053,No
2006,Groundwater,Livestock,GLASSCOCK,Yes,50181053,No
2003,Groundwater,Domestic,CROSBY,Yes,49855203,No
2006,Groundwater,Domestic,GLASSCOCK,Yes,49855203,No
2000,Surface,Livestock,VAL VERDE,Yes,49855203,No
2011,Groundwater,Livestock,GLASSCOCK,Yes,49855203,No
2012,Groundwater,Domestic,FISHER,Yes,49855203,No
2012,Groundwater,Domestic,GLASSCOCK,Yes,49855203,No
2013,Groundwater,Livestock,IRION,Yes,49855203,No
2014,Groundwater,Domestic,CROCKETT,Yes,49855203,No
2016,Groundwater,Livestock,NOLAN,Yes,49855203,No
2017,Groundwater,Livestock,YOAKUM,Yes,49855203,No
2010,Groundwater,Livestock,CROSBY,Yes,49529353,No
2000,Surface,Livestock,LUBBOCK,Yes,49529352,No
2011,Groundwater,Domestic,FLOYD,Yes,49529352,No
2014,Groundwater,Livestock,KIMBLE,Yes,49529352,No
2017,Groundwater,Livestock,COCHRAN,Yes,49529352,No
2012,Surface,Livestock,FLOYD,Yes,49529352,No
2015,Groundwater,Livestock,NOLAN,Yes,49529351,No
2003,Groundwater,Livestock,HOWARD,Yes,49203502,No
2004,Groundwater,Livestock,MIDLAND,Yes,49203501,No
2006,Groundwater,Domestic,JONES,Yes,49203501,No
2009,Groundwater,Mining,HALE,Yes,49203501,Yes
2010,Groundwater,Mining,SUTTON,Yes,49203501,Yes
2011,Groundwater,Domestic,SCHLEICHER,Yes,49203501,No
2012,Groundwater,Mining,LOVING,Yes,49203501,Yes
2013,Groundwater,Mining,DAWSON,Yes,49203501,Yes
2004,Surface,Livestock,LUBBOCK,Yes,49203501,No
2004,Surface,Livestock,SCHLEICHER,Yes,49203501,No
2016,Surface,Livestock,FLOYD,Yes,49203501,No
2004,Groundwater,Livestock,HOWARD,Yes,49203500,No
2013,Groundwater,Livestock,NOLAN,Yes,48877651,No
2002,Groundwater,Domestic,GLASSCOCK,Yes,48877650,No
2003,Groundwater,Livestock,SUTTON,Yes,48877650,No
2006,Groundwater,Irrigation,VAL VERDE,Yes,48877650,No
2013,Groundwater,Livestock,KIMBLE,Yes,48877650,No
2016,Groundwater,Livestock,FISHER,Yes,48877650,No
2017,Groundwater,Domestic,TERRY,Yes,48877650,No
2017,Groundwater,Livestock,HOCKLEY,Yes,48877650,No
2002,Surface,Irrigation,STONEWALL,Yes,48877650,No
2002,Surface,Livestock,CROCKETT,Yes,48877650,No
2010,Surface,Irrigation,BREWSTER,Yes,48877650,No
2016,Surface,Irrigation,UVALDE,Yes,48877650,No
2015,Reuse,Mining,ECTOR,Yes,48877650,Yes
2018,Surface Water,Livestock,FLOYD,Yes,48877650,No
2018,Groundwater,Livestock,ECTOR,Yes,48877650,No
2003,Groundwater,Livestock,CROSBY,Yes,48551799,No
2006,Groundwater,Domestic,YOAKUM,Yes,48551799,No
2008,Groundwater,Mining,FLOYD,Yes,48551799,Yes
2013,Groundwater,Irrigation,REAL,Yes,48551799,No
2002,Surface,Livestock,SCHLEICHER,Yes,48551799,No
2003,Surface,Livestock,HOCKLEY,Yes,48551799,No
2009,Surface,Livestock,NOLAN,Yes,48551799,No
2015,Surface,Livestock,FLOYD,Yes,48551799,No
2012,Reuse,Mining,CULBERSON,Yes,48551799,Yes
2018,Groundwater,Domestic,HOCKLEY,Yes,48551799,No
2003,Groundwater,Domestic,GLASSCOCK,Yes,48225948,No
2000,Surface,Livestock,CROCKETT,Yes,48225948,No
2010,Groundwater,Irrigation,CROCKETT,Yes,48225948,No
2001,Surface,Livestock,SUTTON,Yes,48225948,No
2008,Surface,Mining,MITCHELL,Yes,48225948,Yes
2008,Surface,Livestock,COTTLE,Yes,48225948,No
2010,Surface,Irrigation,REAL,Yes,48225948,No
2014,Groundwater,Livestock,NOLAN,Yes,48225947,No
2017,Groundwater,Livestock,NOLAN,Yes,48225947,No
2002,Groundwater,Livestock,MARTIN,Yes,47900097,No
2005,Groundwater,Domestic,GLASSCOCK,Yes,47900097,No
2006,Groundwater,Domestic,JEFF DAVIS,Yes,47900097,No
2006,Groundwater,Domestic,SUTTON,Yes,47900097,No
2010,Groundwater,Mining,WARD,Yes,47900097,Yes
2012,Groundwater,Domestic,CROSBY,Yes,47900097,No
2017,Groundwater,Domestic,JEFF DAVIS,Yes,47900097,No
2013,Surface,Livestock,FLOYD,Yes,47900097,No
2017,Surface,Irrigation,TERRELL,Yes,47900097,No
2015,Reuse,Irrigation,BAILEY,Yes,47900097,No
2018,Groundwater,Livestock,JONES,Yes,47900097,No
2004,Groundwater,Livestock,CROSBY,Yes,47574247,No
2017,Groundwater,Livestock,ECTOR,Yes,47574247,No
2005,Groundwater,Irrigation,VAL VERDE,Yes,47574246,No
2011,Groundwater,Livestock,SCURRY,Yes,47574246,No
2014,Groundwater,Irrigation,ECTOR,Yes,47574246,No
2016,Groundwater,Irrigation,IRION,Yes,47574246,No
2016,Groundwater,Irrigation,REAL,Yes,47574246,No
2001,Surface,Irrigation,GARZA,Yes,47574246,No
2002,Surface,Livestock,KING,Yes,47574246,No
2014,Surface,Livestock,FLOYD,Yes,47574246,No
2012,Groundwater,Domestic,GARZA,Yes,47248396,No
2009,Groundwater,Mining,LYNN,Yes,47248395,Yes
2015,Groundwater,Domestic,MARTIN,Yes,47248395,No
2015,Groundwater,Livestock,FISHER,Yes,47248395,No
2006,Surface,Livestock,BORDEN,Yes,47248395,No
2018,Groundwater,Irrigation,REAL,Yes,47248395,No
2005,Groundwater,Domestic,JONES,Yes,46922544,No
2010,Groundwater,Domestic,GLASSCOCK,Yes,46922544,No
2013,Groundwater,Livestock,FISHER,Yes,46922544,No
2001,Surface,Irrigation,REAL,Yes,46922544,No
2002,Surface,Livestock,SUTTON,Yes,46922544,No
2002,Surface,Irrigation,REAL,Yes,46922544,No
2004,Surface,Livestock,NOLAN,Yes,46922544,No
2001,Groundwater,Livestock,REAGAN,Yes,46596694,No
2002,Groundwater,Livestock,REAGAN,Yes,46596694,No
2004,Groundwater,Livestock,TOM GREEN,Yes,46596694,No
2001,Groundwater,Livestock,EDWARDS,Yes,46596693,No
2002,Groundwater,Livestock,GLASSCOCK,Yes,46596693,No
2003,Groundwater,Livestock,MIDLAND,Yes,46596693,No
2004,Groundwater,Domestic,CROSBY,Yes,46596693,No
2007,Groundwater,Domestic,NOLAN,Yes,46596693,No
2007,Groundwater,Livestock,YOAKUM,Yes,46596693,No
2008,Groundwater,Domestic,CROSBY,Yes,46596693,No
2008,Groundwater,Domestic,JEFF DAVIS,Yes,46596693,No
2011,Groundwater,Irrigation,VAL VERDE,Yes,46596693,No
2012,Groundwater,Livestock,CROSBY,Yes,46596693,No
2013,Groundwater,Domestic,GLASSCOCK,Yes,46596693,No
2001,Surface,Livestock,EDWARDS,Yes,46596693,No
2018,Groundwater,Livestock,FISHER,Yes,46596693,No
2008,Groundwater,Domestic,YOAKUM,Yes,46270842,No
2009,Groundwater,Domestic,GLASSCOCK,Yes,46270842,No
2016,Groundwater,Domestic,JEFF DAVIS,Yes,46270842,No
2017,Groundwater,Livestock,JONES,Yes,46270842,No
2004,Surface,Livestock,CROCKETT,Yes,46270842,No
2006,Surface,Livestock,SCURRY,Yes,46270842,No
2007,Surface,Livestock,SCURRY,Yes,46270842,No
2000,Groundwater,Livestock,WINKLER,Yes,46270841,No
2005,Groundwater,Livestock,GLASSCOCK,Yes,45944992,No
2000,Groundwater,Livestock,COCHRAN,Yes,45944991,No
2002,Groundwater,Livestock,CRANE,Yes,45944991,No
2004,Groundwater,Livestock,SUTTON,Yes,45944991,No
2006,Groundwater,Livestock,LYNN,Yes,45944991,No
2010,Surface,Livestock,BORDEN,Yes,45944991,No
2011,Surface,Livestock,BORDEN,Yes,45944991,No
2000,Groundwater,Domestic,JONES,Yes,45944990,No
2001,Groundwater,Domestic,JONES,Yes,45944990,No
2015,Groundwater,Domestic,JEFF DAVIS,Yes,45619141,No
2000,Groundwater,Livestock,REAL,Yes,45619140,No
2004,Groundwater,Irrigation,MENARD,Yes,45619140,No
2005,Groundwater,Domestic,JEFF DAVIS,Yes,45619140,No
2005,Groundwater,Domestic,YOAKUM,Yes,45619140,No
2008,Groundwater,Domestic,GLASSCOCK,Yes,45619140,No
2009,Groundwater,Domestic,CROSBY,Yes,45619140,No
2011,Groundwater,Irrigation,STONEWALL,Yes,45619140,No
2012,Groundwater,Irrigation,ECTOR,Yes,45619140,No
2003,Surface,Livestock,NOLAN,Yes,45619140,No
2002,Groundwater,Domestic,JONES,Yes,45293289,No
2003,Groundwater,Domestic,JONES,Yes,45293289,No
2008,Groundwater,Mining,FISHER,Yes,45293289,Yes
2009,Groundwater,Mining,KENT,Yes,45293289,Yes
2014,Groundwater,Livestock,GAINES,Yes,45293289,No
2004,Surface,Livestock,KING,Yes,45293289,No
2018,Groundwater,Domestic,JEFF DAVIS,Yes,45293289,No
2001,Groundwater,Livestock,WINKLER,Yes,44967439,No
2000,Groundwater,Domestic,YOAKUM,Yes,44967438,No
2006,Groundwater,Domestic,GARZA,Yes,44967438,No
2008,Groundwater,Domestic,JONES,Yes,44967438,No
2008,Groundwater,Domestic,SUTTON,Yes,44967438,No
2009,Groundwater,Mining,GARZA,Yes,44967438,Yes
2010,Groundwater,Livestock,GLASSCOCK,Yes,44967438,No
2010,Groundwater,Livestock,SCURRY,Yes,44967438,No
2001,Surface,Irrigation,BREWSTER,Yes,44967438,No
2002,Surface,Irrigation,BREWSTER,Yes,44967438,No
2005,Surface,Livestock,COTTLE,Yes,44967438,No
2006,Surface,Livestock,COTTLE,Yes,44967438,No
2011,Surface,Livestock,KIMBLE,Yes,44967438,No
2000,Groundwater,Livestock,CRANE,Yes,44641587,No
2001,Groundwater,Domestic,YOAKUM,Yes,44641587,No
2003,Groundwater,Irrigation,EDWARDS,Yes,44641587,No
2005,Groundwater,Domestic,SUTTON,Yes,44641587,No
2010,Groundwater,Domestic,CROSBY,Yes,44641587,No
2013,Groundwater,Irrigation,IRION,Yes,44641587,No
2013,Groundwater,Livestock,GAINES,Yes,44641587,No
2014,Groundwater,Domestic,LYNN,Yes,44641587,No
2017,Groundwater,Livestock,FISHER,Yes,44641587,No
2002,Surface,Livestock,VAL VERDE,Yes,44641587,No
2017,Groundwater,Domestic,HUDSPETH,Yes,44315737,No
2002,Groundwater,Domestic,YOAKUM,Yes,44315736,No
2000,Surface,Livestock,MARTIN,Yes,44315736,No
2010,Groundwater,Mining,STERLING,Yes,44315736,Yes
2013,Groundwater,Domestic,LYNN,Yes,44315736,No
2015,Groundwater,Irrigation,KIMBLE,Yes,44315736,No
2016,Groundwater,Livestock,UPTON,Yes,44315736,No
2003,Surface,Livestock,SCHLEICHER,Yes,44315736,No
2010,Surface,Livestock,KIMBLE,Yes,44315736,No
2012,Reuse,Irrigation,BAILEY,Yes,44315736,No
2014,Reuse,Irrigation,BAILEY,Yes,44315736,No
2018,Groundwater,Domestic,MARTIN,Yes,44315736,No
2001,Groundwater,Livestock,LYNN,Yes,43989885,No
2003,Groundwater,Domestic,YOAKUM,Yes,43989885,No
2009,Groundwater,Mining,WARD,Yes,43989885,Yes
2009,Groundwater,Domestic,SUTTON,Yes,43989885,No
2012,Groundwater,Domestic,FLOYD,Yes,43989885,No
2014,Groundwater,Domestic,LAMB,Yes,43989885,No
2003,Surface,Livestock,GAINES,Yes,43989885,No
2006,Surface,Livestock,FLOYD,Yes,43989885,No
2009,Surface,Mining,MITCHELL,Yes,43989885,Yes
2011,Surface,Livestock,COTTLE,Yes,43989885,No
2018,Groundwater,Livestock,MIDLAND,Yes,43989885,No
2002,Groundwater,Livestock,ANDREWS,Yes,43664035,No
2004,Groundwater,Domestic,JONES,Yes,43664035,No
2013,Groundwater,Livestock,UPTON,Yes,43664035,No
2000,Surface,Irrigation,COKE,Yes,43664034,No
2009,Groundwater,Domestic,MARTIN,Yes,43664034,No
2011,Groundwater,Domestic,CRANE,Yes,43664034,No
2016,Groundwater,Livestock,REAGAN,Yes,43664034,No
2003,Surface,Livestock,KING,Yes,43664034,No
2011,Reuse,Mining,UPTON,Yes,43664034,Yes
2018,Surface Water,Irrigation,SCURRY,Yes,43664034,No
2018,Surface Water,Livestock,KING,Yes,43664034,No
2015,Groundwater,Livestock,UPTON,Yes,43338184,No
2010,Groundwater,Domestic,SUTTON,Yes,43338183,No
2015,Groundwater,Livestock,REAGAN,Yes,43338183,No
2002,Surface,Livestock,SUTTON,Yes,43338183,No
2010,Surface,Livestock,FLOYD,Yes,43338183,No
2018,Groundwater,Livestock,LYNN,Yes,43338183,No
2002,Groundwater,Domestic,SUTTON,Yes,43012332,No
2007,Groundwater,Domestic,CROSBY,Yes,43012332,No
2011,Groundwater,Domestic,SUTTON,Yes,43012332,No
2010,Surface,Livestock,COTTLE,Yes,43012332,No
2013,Groundwater,Livestock,REAGAN,Yes,43012331,No
2014,Groundwater,Livestock,REAGAN,Yes,43012331,No
2001,Groundwater,Domestic,SUTTON,Yes,42686481,No
2003,Groundwater,Domestic,SUTTON,Yes,42686481,No
2004,Groundwater,Domestic,YOAKUM,Yes,42686481,No
2007,Groundwater,Irrigation,STONEWALL,Yes,42686481,No
2012,Groundwater,Domestic,SCHLEICHER,Yes,42686481,No
2017,Groundwater,Domestic,SCURRY,Yes,42686481,No
2002,Groundwater,Livestock,WINKLER,Yes,42360631,No
2000,Groundwater,Domestic,SUTTON,Yes,42360630,No
2001,Groundwater,Irrigation,EDWARDS,Yes,42360630,No
2007,Groundwater,Livestock,REAGAN,Yes,42360630,No
2013,Groundwater,Irrigation,ECTOR,Yes,42360630,No
2015,Groundwater,Domestic,CROCKETT,Yes,42360630,No
2017,Groundwater,Irrigation,ECTOR,Yes,42360630,No
2017,Groundwater,Irrigation,IRION,Yes,42360630,No
2001,Surface,Irrigation,COKE,Yes,42360630,No
2018,Groundwater,Livestock,SCURRY,Yes,42360630,No
2007,Groundwater,Domestic,JEFF DAVIS,Yes,42360629,No
2002,Groundwater,Domestic,GARZA,Yes,42034779,No
2009,Groundwater,Domestic,FISHER,Yes,42034779,No
2012,Groundwater,Domestic,SUTTON,Yes,42034779,No
2013,Groundwater,Domestic,CRANE,Yes,42034779,No
2014,Groundwater,Mining,GAINES,Yes,42034779,Yes
2016,Groundwater,Livestock,GAINES,Yes,42034779,No
2001,Surface,Livestock,KINNEY,Yes,42034779,No
2012,Reuse,Mining,REAGAN,Yes,42034779,Yes
2018,Groundwater,Mining,SCURRY,Yes,42034779,Yes
2003,Groundwater,Domestic,GARZA,Yes,41708928,No
2004,Groundwater,Domestic,SUTTON,Yes,41708928,No
2005,Groundwater,Livestock,REAL,Yes,41708928,No
2000,Surface,Livestock,KING,Yes,41708928,No
2009,Groundwater,Mining,WINKLER,Yes,41708928,Yes
2010,Groundwater,Mining,BORDEN,Yes,41708928,Yes
2014,Groundwater,Domestic,GLASSCOCK,Yes,41708928,No
2015,Groundwater,Livestock,GAINES,Yes,41708928,No
2017,Groundwater,Livestock,LYNN,Yes,41708928,No
2003,Surface,Livestock,NOLAN,Yes,41708928,No
2017,Reuse,Mining,YOAKUM,Yes,41708928,Yes
2008,Groundwater,Domestic,GARZA,Yes,41383078,No
2010,Groundwater,Domestic,GARZA,Yes,41383078,No
2004,Groundwater,Irrigation,IRION,Yes,41383077,No
2004,Groundwater,Livestock,KINNEY,Yes,41383077,No
2005,Groundwater,Domestic,GARZA,Yes,41383077,No
2011,Groundwater,Mining,HOWARD,Yes,41383077,Yes
2013,Groundwater,Irrigation,EDWARDS,Yes,41383077,No
2001,Surface,Livestock,KING,Yes,41383077,No
2002,Surface,Livestock,EDWARDS,Yes,41383077,No
2005,Surface,Livestock,SCURRY,Yes,41383077,No
2018,Groundwater,Livestock,CROSBY,Yes,41383077,No
2002,Groundwater,Livestock,EDWARDS,Yes,41057226,No
2004,Groundwater,Domestic,GLASSCOCK,Yes,41057226,No
2006,Groundwater,Livestock,SCURRY,Yes,41057226,No
2009,Groundwater,Mining,LOVING,Yes,41057226,Yes
2009,Groundwater,Domestic,GARZA,Yes,41057226,No
2013,Groundwater,Livestock,TERRELL,Yes,41057226,No
2014,Groundwater,Domestic,CRANE,Yes,41057226,No
2017,Groundwater,Livestock,MIDLAND,Yes,41057226,No
2001,Surface,Livestock,COCHRAN,Yes,41057226,No
2003,Surface,Livestock,CROCKETT,Yes,41057226,No
2010,Surface,Mining,KING,Yes,41057226,Yes
2013,Surface,Livestock,TOM GREEN,Yes,41057226,No
2016,Surface,Livestock,TOM GREEN,Yes,41057226,No
2018,Groundwater,Domestic,GLASSCOCK,Yes,41057226,No
2001,Surface Water,Irrigation,CONCHO,Yes,41057226,No
2012,Groundwater,Domestic,CRANE,Yes,40731376,No
2000,Groundwater,Livestock,LYNN,Yes,40731375,No
2004,Groundwater,Domestic,JEFF DAVIS,Yes,40731375,No
2007,Groundwater,Livestock,SCURRY,Yes,40731375,No
2017,Groundwater,Livestock,SCURRY,Yes,40731375,No
2006,Surface,Livestock,MOTLEY,Yes,40731375,No
2007,Surface,Livestock,MOTLEY,Yes,40731375,No
2001,Groundwater,Domestic,GARZA,Yes,40405524,No
2006,Groundwater,Domestic,COKE,Yes,40405524,No
2007,Groundwater,Domestic,GLASSCOCK,Yes,40405524,No
2007,Groundwater,Domestic,JONES,Yes,40405524,No
2007,Groundwater,Domestic,YOAKUM,Yes,40405524,No
2009,Groundwater,Domestic,SCHLEICHER,Yes,40405524,No
2016,Groundwater,Domestic,CROCKETT,Yes,40405524,No
2017,Groundwater,Domestic,GLASSCOCK,Yes,40405524,No
