State,County,Year,Population
Texas,Ochiltree,2011,10444
Texas,Oldham,2011,2072
Texas,Orange,2011,82341
Texas,Palo Pinto,2011,28062
Texas,Panola,2011,24007
Texas,Parker,2011,118320
Texas,Parmer,2011,10276
Texas,Pecos,2011,15643
Texas,Polk,2011,45580
Texas,Potter,2011,122305
Texas,Presidio,2011,7754
Texas,Rains,2011,11003
Texas,Randall,2011,123424
Texas,Reagan,2011,3393
Texas,Real,2011,3431
Texas,Red River,2011,12682
Texas,Reeves,2011,14098
Texas,Refugio,2011,7321
Texas,Roberts,2011,926
Texas,Robertson,2011,16657
Texas,Rockwall,2011,81045
Texas,Runnels,2011,10500
Texas,Rusk,2011,53702
Texas,Sabine,2011,10727
Texas,San Augustine,2011,8799
Texas,San Jacinto,2011,26780
Texas,San Patricio,2011,64458
Texas,San Saba,2011,6047
Texas,Schleicher,2011,3310
Texas,Scurry,2011,16868
Texas,Shackelford,2011,3334
Texas,Shelby,2011,25733
Texas,Sherman,2011,3014
Texas,Smith,2011,212764
Texas,Somervell,2011,8426
Texas,Starr,2011,61642
Texas,Stephens,2011,9536
Texas,Sterling,2011,1170
Texas,Stonewall,2011,1463
Texas,Sutton,2011,3987
Texas,Swisher,2011,7804
Texas,Tarrant,2011,1847882
Texas,Taylor,2011,132853
Texas,Terrell,2011,950
Texas,Terry,2011,12661
Texas,Throckmorton,2011,1637
Texas,Titus,2011,32452
Texas,Tom Green,2011,111751
Texas,Travis,2011,1061709
Texas,Trinity,2011,14686
Texas,Tyler,2011,21674
Texas,Upshur,2011,39731
Texas,Upton,2011,3284
Texas,Uvalde,2011,26588
Texas,Val Verde,2011,48972
Texas,Van Zandt,2011,52487
Texas,Victoria,2011,87557
Texas,Walker,2011,68409
Texas,Waller,2011,44101
Texas,Ward,2011,10671
Texas,Washington,2011,33966
Texas,Webb,2011,255935
Texas,Wharton,2011,41287
Texas,Wheeler,2011,5446
Texas,Wichita,2011,130803
Texas,Wilbarger,2011,13452
Texas,Willacy,2011,22167
Texas,Williamson,2011,442031
Texas,Wilson,2011,43667
Texas,Winkler,2011,7165
Texas,Wise,2011,59967
Texas,Wood,2011,42092
Texas,Yoakum,2011,7971
Texas,Young,2011,18355
Texas,Zapata,2011,14227
Texas,Zavala,2011,11875
New Mexico,Bernalillo,2012,673615
New Mexico,Catron,2012,3635
New Mexico,Chaves,2012,65765
New Mexico,Cibola,2012,27418
New Mexico,Colfax,2012,13246
New Mexico,Curry,2012,50806
New Mexico,De Baca,2012,1957
New Mexico,Dona Ana,2012,214450
New Mexico,Eddy,2012,54419
New Mexico,Grant,2012,29257
New Mexico,Guadalupe,2012,4591
New Mexico,Harding,2012,700
New Mexico,Hidalgo,2012,4780
New Mexico,Lea,2012,66362
New Mexico,Lincoln,2012,20194
New Mexico,Los Alamos,2012,18234
New Mexico,Luna,2012,24921
New Mexico,McKinley,2012,72365
New Mexico,Mora,2012,4684
New Mexico,Otero,2012,66208
New Mexico,Quay,2012,8808
New Mexico,Rio Arriba,2012,40195
New Mexico,Roosevelt,2012,20318
New Mexico,Sandoval,2012,135380
New Mexico,San Juan,2012,129756
New Mexico,San Miguel,2012,29091
New Mexico,Santa Fe,2012,146722
New Mexico,Sierra,2012,11854
New Mexico,Socorro,2012,17475
New Mexico,Taos,2012,32759
New Mexico,Torrance,2012,16155
New Mexico,Union,2012,4400
New Mexico,Valencia,2012,76789
Texas,Anderson,2012,58059
Texas,Andrews,2012,16105
Texas,Angelina,2012,87509
Texas,Aransas,2012,23459
Texas,Archer,2012,8816
Texas,Armstrong,2012,1953
Texas,Atascosa,2012,46438
Texas,Austin,2012,28562
Texas,Bailey,2012,7139
Texas,Bandera,2012,20591
Texas,Bastrop,2012,74749
Texas,Baylor,2012,3590
Texas,Bee,2012,32480
Texas,Bell,2012,324963
Texas,Bexar,2012,1788738
Texas,Blanco,2012,10616
Texas,Borden,2012,613
Texas,Bosque,2012,18126
Texas,Bowie,2012,93030
Texas,Brazoria,2012,324224
Texas,Brazos,2012,200260
Texas,Brewster,2012,9259
Texas,Briscoe,2012,1576
Texas,Brooks,2012,7196
Texas,Brown,2012,37808
Texas,Burleson,2012,17433
Texas,Burnet,2012,43377
Texas,Caldwell,2012,38682
Texas,Calhoun,2012,21575
Texas,Callahan,2012,13488
Texas,Cameron,2012,415877
Texas,Camp,2012,12487
Texas,Carson,2012,6089
Texas,Cass,2012,30031
Texas,Castro,2012,8262
Texas,Chambers,2012,36508
Texas,Cherokee,2012,51277
Texas,Childress,2012,7100
Texas,Clay,2012,10523
Texas,Cochran,2012,3028
Texas,Coke,2012,3202
Texas,Coleman,2012,8667
Texas,Collin,2012,835230
Texas,Collingsworth,2012,3024
Texas,Colorado,2012,20724
Texas,Comal,2012,114873
Texas,Comanche,2012,13723
Texas,Concho,2012,4085
Texas,Cooke,2012,38717
Texas,Coryell,2012,78458
Texas,Cottle,2012,1485
Texas,Crane,2012,4525
Texas,Crockett,2012,3705
Texas,Crosby,2012,6036
Texas,Culberson,2012,2316
Texas,Dallam,2012,7059
Texas,Dallas,2012,2455930
Texas,Dawson,2012,13611
Texas,Deaf Smith,2012,19373
Texas,Delta,2012,5242
Texas,Denton,2012,707892
Texas,DeWitt,2012,20358
Texas,Dickens,2012,2322
Texas,Dimmit,2012,10471
Texas,Donley,2012,3645
Texas,Duval,2012,11582
Texas,Eastland,2012,18459
Texas,Ector,2012,144495
Texas,Edwards,2012,1990
Texas,Ellis,2012,153739
Texas,El Paso,2012,832310
Texas,Erath,2012,39405
Texas,Falls,2012,17570
Texas,Fannin,2012,33601
Texas,Fayette,2012,24661
Texas,Fisher,2012,3838
Texas,Floyd,2012,6348
Texas,Foard,2012,1310
Texas,Fort Bend,2012,624824
Texas,Franklin,2012,10637
Texas,Freestone,2012,19484
Texas,Frio,2012,17931
Texas,Gaines,2012,18307
Texas,Galveston,2012,301049
Texas,Garza,2012,6418
Texas,Gillespie,2012,25175
Texas,Glasscock,2012,1280
Texas,Goliad,2012,7331
Texas,Gonzales,2012,19930
Texas,Gray,2012,22920
Texas,Grayson,2012,121854
Texas,Gregg,2012,123089
Texas,Grimes,2012,26679
Texas,Guadalupe,2012,139641
Texas,Hale,2012,36258
Texas,Hall,2012,3268
Texas,Hamilton,2012,8249
Texas,Hansford,2012,5534
Texas,Hardeman,2012,4097
Texas,Hardin,2012,55122
Texas,Harris,2012,4263094
Texas,Harrison,2012,66256
Texas,Hartley,2012,6090
Texas,Haskell,2012,5885
Texas,Hays,2012,168519
Texas,Hemphill,2012,4093
Texas,Henderson,2012,78992
Texas,Hidalgo,2012,808334
Texas,Hill,2012,35157
Texas,Hockley,2012,23074
Texas,Hood,2012,52129
Texas,Hopkins,2012,35312
Texas,Houston,2012,23213
Texas,Howard,2012,35495
Texas,Hudspeth,2012,3357
Texas,Hunt,2012,86979
Texas,Hutchinson,2012,22022
Texas,Irion,2012,1573
Texas,Jack,2012,8992
Texas,Jackson,2012,14271
Texas,Jasper,2012,35854
Texas,Jeff Davis,2012,2296
Texas,Jefferson,2012,251605
Texas,Jim Hogg,2012,5277
Texas,Jim Wells,2012,41651
Texas,Johnson,2012,153415
Texas,Jones,2012,19870
Texas,Karnes,2012,14859
Texas,Kaufman,2012,106553
Texas,Kendall,2012,35551
Texas,Kenedy,2012,447
Texas,Kent,2012,825
Texas,Kerr,2012,49719
Texas,Kimble,2012,4525
Texas,King,2012,270
Texas,Kinney,2012,3639
Texas,Kleberg,2012,32097
Texas,Knox,2012,3730
Texas,Lamar,2012,49656
Texas,Lamb,2012,13863
Texas,Lampasas,2012,20054
Texas,La Salle,2012,7157
Texas,Lavaca,2012,19528
Texas,Lee,2012,16505
Texas,Leon,2012,16741
Texas,Liberty,2012,76370
Texas,Limestone,2012,23686
Texas,Lipscomb,2012,3447
Texas,Live Oak,2012,11655
Texas,Llano,2012,19266
Texas,Loving,2012,86
Texas,Lubbock,2012,285961
Texas,Lynn,2012,5796
Texas,McCulloch,2012,8241
Texas,McLennan,2012,239368
Texas,McMullen,2012,730
Texas,Madison,2012,13746
Texas,Marion,2012,10374
Texas,Martin,2012,4980
Texas,Mason,2012,4056
Texas,Matagorda,2012,36544
Texas,Maverick,2012,55765
Texas,Medina,2012,46796
Texas,Menard,2012,2204
Texas,Midland,2012,147332
Texas,Milam,2012,24114
Texas,Mills,2012,4832
Texas,Mitchell,2012,9329
Texas,Montague,2012,19477
Texas,Montgomery,2012,484565
Texas,Moore,2012,22430
Texas,Morris,2012,12703
Texas,Motley,2012,1197
Texas,Nacogdoches,2012,65866
Texas,Navarro,2012,48163
Texas,Newton,2012,14434
Texas,Nolan,2012,14932
Texas,Nueces,2012,347939
Texas,Ochiltree,2012,10612
Texas,Oldham,2012,2046
Texas,Orange,2012,82887
Texas,Palo Pinto,2012,27867
Texas,Panola,2012,24001
Texas,Parker,2012,119482
Texas,Parmer,2012,10184
Texas,Pecos,2012,15568
Texas,Polk,2012,45510
Texas,Potter,2012,122739
Texas,Presidio,2012,7619
Texas,Rains,2012,10939
Texas,Randall,2012,124975
Texas,Reagan,2012,3477
Texas,Real,2012,3352
Texas,Red River,2012,12723
Texas,Reeves,2012,14265
Texas,Refugio,2012,7256
Texas,Roberts,2012,942
Texas,Robertson,2012,16455
Texas,Rockwall,2012,82710
Texas,Runnels,2012,10335
Texas,Rusk,2012,53793
Texas,Sabine,2012,10524
Texas,San Augustine,2012,8789
Texas,San Jacinto,2012,26942
Texas,San Patricio,2012,65260
Texas,San Saba,2012,5990
Texas,Schleicher,2012,3259
Texas,Scurry,2012,17125
Texas,Shackelford,2012,3361
Texas,Shelby,2012,26062
Texas,Sherman,2012,3039
Texas,Smith,2012,214811
Texas,Somervell,2012,8554
Texas,Starr,2012,61970
Texas,Stephens,2012,9614
Texas,Sterling,2012,1191
Texas,Stonewall,2012,1452
Texas,Sutton,2012,3916
Texas,Swisher,2012,7845
Texas,Tarrant,2012,1882205
Texas,Taylor,2012,134084
Texas,Terrell,2012,921
Texas,Terry,2012,12632
Texas,Throckmorton,2012,1610
Texas,Titus,2012,32612
Texas,Tom Green,2012,113307
Texas,Travis,2012,1096886
Texas,Trinity,2012,14372
Texas,Tyler,2012,21504
Texas,Upshur,2012,39918
Texas,Upton,2012,3263
Texas,Uvalde,2012,26746
Texas,Val Verde,2012,48976
Texas,Van Zandt,2012,52207
Texas,Victoria,2012,89116
Texas,Walker,2012,68609
Texas,Waller,2012,44335
Texas,Ward,2012,10823
Texas,Washington,2012,33930
Texas,Webb,2012,260595
Texas,Wharton,2012,41136
Texas,Wheeler,2012,5589
Texas,Wichita,2012,131701
Texas,Wilbarger,2012,13289
Texas,Willacy,2012,22208
Texas,Williamson,2012,455750
Texas,Wilson,2012,44353
Texas,Winkler,2012,7371
Texas,Wise,2012,60424
Texas,Wood,2012,42383
Texas,Yoakum,2012,8055
Texas,Young,2012,18278
Texas,Zapata,2012,14276
Texas,Zavala,2012,12014
New Mexico,Bernalillo,2013,676326
New Mexico,Catron,2013,3586
New Mexico,Chaves,2013,66009
New Mexico,Cibola,2013,27414
New Mexico,Colfax,2013,13068
New Mexico,Curry,2013,50775
New Mexico,De Baca,2013,1928
New Mexico,Dona Ana,2013,214288
New Mexico,Eddy,2013,55662
New Mexico,Grant,2013,29104
New Mexico,Guadalupe,2013,4531
New Mexico,Harding,2013,691
New Mexico,Hidalgo,2013,4624
New Mexico,Lea,2013,68613
New Mexico,Lincoln,2013,19976
New Mexico,Los Alamos,2013,17947
New Mexico,Luna,2013,24592
New Mexico,McKinley,2013,72665
New Mexico,Mora,2013,4695
New Mexico,Otero,2013,66304
New Mexico,Quay,2013,8675
New Mexico,Rio Arriba,2013,40064
New Mexico,Roosevelt,2013,20021
New Mexico,Sandoval,2013,136311
New Mexico,San Juan,2013,129467
New Mexico,San Miguel,2013,28819
New Mexico,Santa Fe,2013,147465
New Mexico,Sierra,2013,11524
New Mexico,Socorro,2013,17509
New Mexico,Taos,2013,32957
New Mexico,Torrance,2013,15825
New Mexico,Union,2013,4347
New Mexico,Valencia,2013,76491
Texas,Anderson,2013,57960
Texas,Andrews,2013,16779
Texas,Angelina,2013,87312
Texas,Aransas,2013,23889
Texas,Archer,2013,8801
Texas,Armstrong,2013,1940
Texas,Atascosa,2013,47021
Texas,Austin,2013,28679
Texas,Bailey,2013,7124
Texas,Bandera,2013,20557
Texas,Bastrop,2013,75814
Texas,Baylor,2013,3577
Texas,Bee,2013,32810
Texas,Bell,2013,327028
Texas,Bexar,2013,1821328
Texas,Blanco,2013,10636
Texas,Borden,2013,646
Texas,Bosque,2013,17863
Texas,Bowie,2013,93374
Texas,Brazoria,2013,329890
Texas,Brazos,2013,204116
Texas,Brewster,2013,9287
Texas,Briscoe,2013,1562
Texas,Brooks,2013,7259
Texas,Brown,2013,37671
Texas,Burleson,2013,17269
Texas,Burnet,2013,43580
Texas,Caldwell,2013,39201
Texas,Calhoun,2013,21729
Texas,Callahan,2013,13502
Texas,Cameron,2013,417357
Texas,Camp,2013,12462
Texas,Carson,2013,5988
Texas,Cass,2013,30237
Texas,Castro,2013,8120
Texas,Chambers,2013,37367
Texas,Cherokee,2013,51093
Texas,Childress,2013,7055
Texas,Clay,2013,10455
Texas,Cochran,2013,3009
Texas,Coke,2013,3180
Texas,Coleman,2013,8526
Texas,Collin,2013,856398
Texas,Collingsworth,2013,3100
Texas,Colorado,2013,20717
Texas,Comal,2013,118627
Texas,Comanche,2013,13554
Texas,Concho,2013,4122
Texas,Cooke,2013,38456
Texas,Coryell,2013,76761
Texas,Cottle,2013,1442
Texas,Crane,2013,4718
Texas,Crockett,2013,3763
Texas,Crosby,2013,5924
Texas,Culberson,2013,2306
Texas,Dallam,2013,7110
Texas,Dallas,2013,2484486
Texas,Dawson,2013,13219
Texas,Deaf Smith,2013,19180
Texas,Delta,2013,5120
Texas,Denton,2013,728624
Texas,DeWitt,2013,20377
Texas,Dickens,2013,2297
Texas,Dimmit,2013,10894
Texas,Donley,2013,3561
Texas,Duval,2013,11581
Texas,Eastland,2013,18279
Texas,Ector,2013,149656
Texas,Edwards,2013,1899
Texas,Ellis,2013,155928
Texas,El Paso,2013,830864
Texas,Erath,2013,39886
Texas,Falls,2013,17242
Texas,Fannin,2013,33510
Texas,Fayette,2013,24721
Texas,Fisher,2013,3859
Texas,Floyd,2013,6245
Texas,Foard,2013,1286
Texas,Fort Bend,2013,651847
Texas,Franklin,2013,10615
Texas,Freestone,2013,19597
Texas,Frio,2013,18400
Texas,Gaines,2013,18807
Texas,Galveston,2013,306589
Texas,Garza,2013,6371
Texas,Gillespie,2013,25363
Texas,Glasscock,2013,1271
Texas,Goliad,2013,7452
Texas,Gonzales,2013,20143
Texas,Gray,2013,22996
Texas,Grayson,2013,122362
Texas,Gregg,2013,123233
Texas,Grimes,2013,26792
Texas,Guadalupe,2013,142881
Texas,Hale,2013,35676
Texas,Hall,2013,3164
Texas,Hamilton,2013,8241
Texas,Hansford,2013,5547
Texas,Hardeman,2013,4065
Texas,Hardin,2013,55305
Texas,Harris,2013,4353187
Texas,Harrison,2013,66267
Texas,Hartley,2013,5999
Texas,Haskell,2013,5901
Texas,Hays,2013,176035
Texas,Hemphill,2013,4153
Texas,Henderson,2013,78669
Texas,Hidalgo,2013,818619
Texas,Hill,2013,34851
Texas,Hockley,2013,23408
Texas,Hood,2013,52860
Texas,Hopkins,2013,35299
Texas,Houston,2013,22809
Texas,Howard,2013,36185
Texas,Hudspeth,2013,3339
Texas,Hunt,2013,87429
Texas,Hutchinson,2013,21921
Texas,Irion,2013,1610
Texas,Jack,2013,8951
Texas,Jackson,2013,14610
Texas,Jasper,2013,35617
Texas,Jeff Davis,2013,2231
Texas,Jefferson,2013,253079
Texas,Jim Hogg,2013,5263
Texas,Jim Wells,2013,41681
Texas,Johnson,2013,154535
Texas,Jones,2013,20044
Texas,Karnes,2013,14727
Texas,Kaufman,2013,108248
Texas,Kendall,2013,37133
Texas,Kenedy,2013,438
Texas,Kent,2013,782
Texas,Kerr,2013,49787
Texas,Kimble,2013,4461
Texas,King,2013,273
Texas,Kinney,2013,3632
Texas,Kleberg,2013,32021
Texas,Knox,2013,3722
Texas,Lamar,2013,49092
Texas,Lamb,2013,13663
Texas,Lampasas,2013,20142
Texas,La Salle,2013,7444
Texas,Lavaca,2013,19631
Texas,Lee,2013,16545
Texas,Leon,2013,16620
Texas,Liberty,2013,76849
Texas,Limestone,2013,23440
Texas,Lipscomb,2013,3490
Texas,Live Oak,2013,11817
Texas,Llano,2013,19509
Texas,Loving,2013,106
Texas,Lubbock,2013,289515
Texas,Lynn,2013,5728
Texas,McCulloch,2013,8243
Texas,McLennan,2013,241443
Texas,McMullen,2013,760
Texas,Madison,2013,13820
Texas,Marion,2013,10277
Texas,Martin,2013,5272
Texas,Mason,2013,4120
Texas,Matagorda,2013,36500
Texas,Maverick,2013,56532
Texas,Medina,2013,47238
Texas,Menard,2013,2137
Texas,Midland,2013,152356
Texas,Milam,2013,24090
Texas,Mills,2013,4872
Texas,Mitchell,2013,8999
Texas,Montague,2013,19387
Texas,Montgomery,2013,498392
Texas,Moore,2013,22146
Texas,Morris,2013,12680
Texas,Motley,2013,1192
Texas,Nacogdoches,2013,65193
Texas,Navarro,2013,48036
Texas,Newton,2013,14341
Texas,Nolan,2013,15068
Texas,Nueces,2013,352946
Texas,Ochiltree,2013,10704
Texas,Oldham,2013,2088
Texas,Orange,2013,82811
Texas,Palo Pinto,2013,27886
Texas,Panola,2013,23790
Texas,Parker,2013,119785
Texas,Parmer,2013,9986
Texas,Pecos,2013,15660
Texas,Polk,2013,45522
Texas,Potter,2013,122127
Texas,Presidio,2013,7386
Texas,Rains,2013,11033
Texas,Randall,2013,126753
Texas,Reagan,2013,3633
Texas,Real,2013,3318
Texas,Red River,2013,12487
Texas,Reeves,2013,14494
Texas,Refugio,2013,7279
Texas,Roberts,2013,919
Texas,Robertson,2013,16431
Texas,Rockwall,2013,84670
Texas,Runnels,2013,10196
Texas,Rusk,2013,53332
Texas,Sabine,2013,10424
Texas,San Augustine,2013,8663
Texas,San Jacinto,2013,26731
Texas,San Patricio,2013,66134
Texas,San Saba,2013,5960
Texas,Schleicher,2013,3191
Texas,Scurry,2013,17272
Texas,Shackelford,2013,3375
Texas,Shelby,2013,25977
Texas,Sherman,2013,3070
Texas,Smith,2013,216475
Texas,Somervell,2013,8566
Texas,Starr,2013,62381
Texas,Stephens,2013,9371
Texas,Sterling,2013,1229
Texas,Stonewall,2013,1418
Texas,Sutton,2013,3982
Texas,Swisher,2013,7720
Texas,Tarrant,2013,1912767
Texas,Taylor,2013,133927
Texas,Terrell,2013,891
Texas,Terry,2013,12713
Texas,Throckmorton,2013,1606
Texas,Titus,2013,32587
Texas,Tom Green,2013,114680
Texas,Travis,2013,1122248
Texas,Trinity,2013,14445
Texas,Tyler,2013,21508
Texas,Upshur,2013,39757
Texas,Upton,2013,3386
Texas,Uvalde,2013,26904
Texas,Val Verde,2013,49044
Texas,Van Zandt,2013,52328
Texas,Victoria,2013,90066
Texas,Walker,2013,69404
Texas,Waller,2013,45408
Texas,Ward,2013,11205
Texas,Washington,2013,34201
Texas,Webb,2013,264430
Texas,Wharton,2013,41122
Texas,Wheeler,2013,5716
Texas,Wichita,2013,132192
Texas,Wilbarger,2013,13204
Texas,Willacy,2013,22019
Texas,Williamson,2013,470017
Texas,Wilson,2013,45217
Texas,Winkler,2013,7635
Texas,Wise,2013,61019
Texas,Wood,2013,42346
Texas,Yoakum,2013,8222
Texas,Young,2013,18354
Texas,Zapata,2013,14385
Texas,Zavala,2013,12195
New Mexico,Bernalillo,2014,675957
New Mexico,Catron,2014,3547
New Mexico,Chaves,2014,65809
New Mexico,Cibola,2014,27155
New Mexico,Colfax,2014,12703
New Mexico,Curry,2014,51109
New Mexico,De Baca,2014,1861
New Mexico,Dona Ana,2014,213933
New Mexico,Eddy,2014,56682
New Mexico,Grant,2014,28871
New Mexico,Guadalupe,2014,4442
New Mexico,Harding,2014,693
New Mexico,Hidalgo,2014,4549
New Mexico,Lea,2014,70165
New Mexico,Lincoln,2014,19597
New Mexico,Los Alamos,2014,17803
New Mexico,Luna,2014,24428
New Mexico,McKinley,2014,72796
New Mexico,Mora,2014,4613
New Mexico,Otero,2014,65336
New Mexico,Quay,2014,8465
New Mexico,Rio Arriba,2014,39736
New Mexico,Roosevelt,2014,19647
New Mexico,Sandoval,2014,137023
New Mexico,San Juan,2014,129084
New Mexico,San Miguel,2014,28493
New Mexico,Santa Fe,2014,147782
New Mexico,Sierra,2014,11264
New Mexico,Socorro,2014,17258
New Mexico,Taos,2014,32963
New Mexico,Torrance,2014,15666
New Mexico,Union,2014,4246
New Mexico,Valencia,2014,75892
Texas,Anderson,2014,57829
Texas,Andrews,2014,17435
Texas,Angelina,2014,87567
Texas,Aransas,2014,24566
Texas,Archer,2014,8844
Texas,Armstrong,2014,1913
Texas,Atascosa,2014,47715
Texas,Austin,2014,28968
Texas,Bailey,2014,6966
Texas,Bandera,2014,20813
Texas,Bastrop,2014,77737
Texas,Baylor,2014,3566
Texas,Bee,2014,32841
Texas,Bell,2014,330149
Texas,Bexar,2014,1858003
Texas,Blanco,2014,10805
Texas,Borden,2014,665
Texas,Bosque,2014,17716
Texas,Bowie,2014,93268
Texas,Brazoria,2014,337570
Texas,Brazos,2014,208975
Texas,Brewster,2014,9150
Texas,Briscoe,2014,1552
Texas,Brooks,2014,7228
Texas,Brown,2014,37553
Texas,Burleson,2014,17387
Texas,Burnet,2014,43954
Texas,Caldwell,2014,39703
Texas,Calhoun,2014,21812
Texas,Callahan,2014,13505
Texas,Cameron,2014,419005
Texas,Camp,2014,12657
Texas,Carson,2014,6036
Texas,Cass,2014,30123
Texas,Castro,2014,7927
Texas,Chambers,2014,38296
Texas,Cherokee,2014,51189
Texas,Childress,2014,7196
Texas,Clay,2014,10377
Texas,Cochran,2014,2945
Texas,Coke,2014,3217
Texas,Coleman,2014,8416
Texas,Collin,2014,884688
Texas,Collingsworth,2014,3016
Texas,Colorado,2014,20696
Texas,Comal,2014,123214
Texas,Comanche,2014,13472
Texas,Concho,2014,4089
Texas,Cooke,2014,38764
Texas,Coryell,2014,76166
Texas,Cottle,2014,1429
Texas,Crane,2014,4897
Texas,Crockett,2014,3790
Texas,Crosby,2014,5825
Texas,Culberson,2014,2282
Texas,Dallam,2014,7214
Texas,Dallas,2014,2519410
Texas,Dawson,2014,13445
Texas,Deaf Smith,2014,19123
Texas,Delta,2014,5142
Texas,Denton,2014,753188
Texas,DeWitt,2014,20518
Texas,Dickens,2014,2215
Texas,Dimmit,2014,10987
Texas,Donley,2014,3483
Texas,Duval,2014,11509
Texas,Eastland,2014,18257
Texas,Ector,2014,154588
Texas,Edwards,2014,1904
Texas,Ellis,2014,159204
Texas,El Paso,2014,833783
Texas,Erath,2014,40514
Texas,Falls,2014,17210
Texas,Fannin,2014,33593
Texas,Fayette,2014,24782
Texas,Fisher,2014,3874
Texas,Floyd,2014,5947
Texas,Foard,2014,1275
Texas,Fort Bend,2014,684048
Texas,Franklin,2014,10563
Texas,Freestone,2014,19677
Texas,Frio,2014,18938
Texas,Gaines,2014,19335
Texas,Galveston,2014,313367
Texas,Garza,2014,6417
Texas,Gillespie,2014,25473
Texas,Glasscock,2014,1328
Texas,Goliad,2014,7506
Texas,Gonzales,2014,20347
Texas,Gray,2014,23432
Texas,Grayson,2014,123599
Texas,Gregg,2014,123146
Texas,Grimes,2014,26997
Texas,Guadalupe,2014,146811
Texas,Hale,2014,34451
Texas,Hall,2014,3075
Texas,Hamilton,2014,8160
Texas,Hansford,2014,5561
Texas,Hardeman,2014,3990
Texas,Hardin,2014,55510
Texas,Harris,2014,4455994
Texas,Harrison,2014,66581
Texas,Hartley,2014,6055
Texas,Haskell,2014,5811
Texas,Hays,2014,184854
Texas,Hemphill,2014,4165
Texas,Henderson,2014,79324
Texas,Hidalgo,2014,829819
Texas,Hill,2014,34767
Texas,Hockley,2014,23463
Texas,Hood,2014,53812
Texas,Hopkins,2014,35686
Texas,Houston,2014,22809
Texas,Howard,2014,36542
Texas,Hudspeth,2014,3306
Texas,Hunt,2014,88639
Texas,Hutchinson,2014,21915
Texas,Irion,2014,1574
Texas,Jack,2014,8880
Texas,Jackson,2014,14723
Texas,Jasper,2014,35424
Texas,Jeff Davis,2014,2217
Texas,Jefferson,2014,252897
Texas,Jim Hogg,2014,5328
Texas,Jim Wells,2014,41504
Texas,Johnson,2014,156733
Texas,Jones,2014,19850
Texas,Karnes,2014,14910
Texas,Kaufman,2014,110872
Texas,Kendall,2014,38363
Texas,Kenedy,2014,437
Texas,Kent,2014,748
Texas,Kerr,2014,50343
Texas,Kimble,2014,4464
Texas,King,2014,263
Texas,Kinney,2014,3554
Texas,Kleberg,2014,31891
Texas,Knox,2014,3801
Texas,Lamar,2014,49411
Texas,Lamb,2014,13484
Texas,Lampasas,2014,20106
Texas,La Salle,2014,7481
Texas,Lavaca,2014,19779
Texas,Lee,2014,16621
Texas,Leon,2014,16730
Texas,Liberty,2014,78045
Texas,Limestone,2014,23529
Texas,Lipscomb,2014,3553
Texas,Live Oak,2014,12057
Texas,Llano,2014,19666
Texas,Loving,2014,89
Texas,Lubbock,2014,294433
Texas,Lynn,2014,5798
Texas,McCulloch,2014,8152
Texas,McLennan,2014,243166
Texas,McMullen,2014,799
Texas,Madison,2014,13871
Texas,Marion,2014,10149
Texas,Martin,2014,5462
Texas,Mason,2014,4095
Texas,Matagorda,2014,36478
Texas,Maverick,2014,57115
Texas,Medina,2014,47830
Texas,Menard,2014,2128
Texas,Midland,2014,156725
Texas,Milam,2014,24143
Texas,Mills,2014,4872
Texas,Mitchell,2014,9070
Texas,Montague,2014,19365
Texas,Montgomery,2014,517146
Texas,Moore,2014,21986
Texas,Morris,2014,12606
Texas,Motley,2014,1149
Texas,Nacogdoches,2014,65240
Texas,Navarro,2014,47913
Texas,Newton,2014,14292
Texas,Nolan,2014,15126
Texas,Nueces,2014,356657
Texas,Ochiltree,2014,10715
Texas,Oldham,2014,2069
Texas,Orange,2014,83244
Texas,Palo Pinto,2014,28041
Texas,Panola,2014,23750
Texas,Parker,2014,122147
Texas,Parmer,2014,9952
Texas,Pecos,2014,15828
Texas,Polk,2014,45813
Texas,Potter,2014,122061
Texas,Presidio,2014,7194
Texas,Rains,2014,11013
Texas,Randall,2014,128733
Texas,Reagan,2014,3785
Texas,Real,2014,3347
Texas,Red River,2014,12445
Texas,Reeves,2014,15124
Texas,Refugio,2014,7362
Texas,Roberts,2014,914
Texas,Robertson,2014,16468
Texas,Rockwall,2014,87064
Texas,Runnels,2014,10294
Texas,Rusk,2014,53212
Texas,Sabine,2014,10428
Texas,San Augustine,2014,8481
Texas,San Jacinto,2014,27049
Texas,San Patricio,2014,66656
Texas,San Saba,2014,5858
Texas,Schleicher,2014,3164
Texas,Scurry,2014,17377
Texas,Shackelford,2014,3316
Texas,Shelby,2014,25607
Texas,Sherman,2014,3065
Texas,Smith,2014,219642
Texas,Somervell,2014,8559
Texas,Starr,2014,62965
Texas,Stephens,2014,9342
Texas,Sterling,2014,1340
Texas,Stonewall,2014,1388
Texas,Sutton,2014,3969
Texas,Swisher,2014,7554
Texas,Tarrant,2014,1946122
Texas,Taylor,2014,134987
Texas,Terrell,2014,910
Texas,Terry,2014,12795
Texas,Throckmorton,2014,1613
Texas,Titus,2014,32502
Texas,Tom Green,2014,116319
Texas,Travis,2014,1152260
Texas,Trinity,2014,14298
Texas,Tyler,2014,21468
Texas,Upshur,2014,40280
Texas,Upton,2014,3482
Texas,Uvalde,2014,27022
Texas,Val Verde,2014,48845
Texas,Van Zandt,2014,52781
Texas,Victoria,2014,91042
Texas,Walker,2014,70076
